Year,State,Deaths,MortalityRate,Population,sourceDeaths,NextPopulation,PopulationChange,Population Retained,Domestic Immigrants,Foreign Immigrants,Total Immigrants,Total Emigrants,CrudeBirthRate,Births
1946,Arizona,6495,10.0,649457,calculated from mortality rate and population estimate,624424,-25032.599999999977,,,,,,24.1,15652
1947,Arizona,6812,10.1,674489,calculated from mortality rate and population estimate,649457,-25032.599999999977,,,,,,26.6,17941
1948,Arizona,6925,9.9,699522,calculated from mortality rate and population estimate,674489,-25032.600000000093,,,,,,24.9,17418
1949,Arizona,7028,9.7,724554,calculated from mortality rate and population estimate,699522,-25032.599999999977,,,,,,24.5,17752
1950,Arizona,7196,9.6,749587,calculated from mortality rate and population estimate,724554,-25032.599999999977,,,,,,23.71,17773
1951,Arizona,7807,9.7,804844,calculated from mortality rate and population estimate,749587,-55257.40000000002,,,,,,23.928,19258
1952,Arizona,8257,9.6,860102,calculated from mortality rate and population estimate,804844,-55257.40000000002,,,,,,24.313,20912
1953,Arizona,8787,9.6,915359,calculated from mortality rate and population estimate,860102,-55257.39999999991,,,,,,24.599,22517
1954,Arizona,8930,9.2,970617,calculated from mortality rate and population estimate,915359,-55257.40000000002,,,,,,24.784,24056
1955,Arizona,9541,9.3,1025874,calculated from mortality rate and population estimate,970617,-55257.40000000002,,,,,,24.869,25512
1956,Arizona,10163,9.4,1081131,calculated from mortality rate and population estimate,1025874,-55257.39999999991,,,,,,24.852,26868
1957,Arizona,10909,9.6,1136389,calculated from mortality rate and population estimate,1081131,-55257.40000000014,,,,,,24.731,28104
1958,Arizona,11321,9.5,1191646,calculated from mortality rate and population estimate,1136389,-55257.39999999991,,,,,,24.505,29201
1959,Arizona,11721,9.4,1246904,calculated from mortality rate and population estimate,1191646,-55257.40000000014,,,,,,24.169,30136
1960,Arizona,12371,9.5,1302161,calculated from mortality rate and population estimate,1246904,-55257.39999999991,,,,,,23.72,30887
1961,Arizona,12546,9.3,1349035,calculated from mortality rate and population estimate,1302161,-46873.89999999991,,,,,,23.159,31242
1962,Arizona,13261,9.5,1395909,calculated from mortality rate and population estimate,1349035,-46873.90000000014,,,,,,22.491,31395
1963,Arizona,13851,9.6,1442783,calculated from mortality rate and population estimate,1395909,-46873.89999999991,,,,,,21.735,31359
1964,Arizona,14003,9.4,1489657,calculated from mortality rate and population estimate,1442783,-46873.90000000014,,,,,,20.918,31161
1965,Arizona,14443,9.4,1536530,calculated from mortality rate and population estimate,1489657,-46873.89999999991,,,,,,20.075,30846
1966,Arizona,15042,9.5,1583404,calculated from mortality rate and population estimate,1536530,-46873.89999999991,,,,,,19.24,30465
1967,Arizona,15325,9.4,1630278,calculated from mortality rate and population estimate,1583404,-46873.90000000014,,,,,,18.443,30067
1968,Arizona,13780,8.424,1635753,NCHS,1630278,-5474.699999999953,,,,,,17.711,28971
1969,Arizona,14031,8.186,1714047,NCHS,1635753,-78294.0,,,,,,17.066,29252
1970,Arizona,14865,8.345,1781244,NCHS,1714047,-67197.0,,,,,,16.519,29424
1971,Arizona,15669,8.245,1900461,NCHS,1781244,-119217.0,,,,,,16.071,30542
1972,Arizona,15810,7.8629999999999995,2010557,NCHS,1900461,-110096.0,,,,,,15.702,31570
1973,Arizona,16847,7.925,2125744,NCHS,2010557,-115187.0,,,,,,15.398,32732
1974,Arizona,17050,7.6610000000000005,2225627,NCHS,2125744,-99883.0,,,,,,15.155,33729
1975,Arizona,16980,7.425,2286975,NCHS,2225627,-61348.0,,,,,,14.976,34250
1976,Arizona,17339,7.377999999999999,2349986,NCHS,2286975,-63011.0,,,,,,14.867,34937
1977,Arizona,18028,7.416,2430816,NCHS,2349986,-80830.0,,,,,,14.825,36037
1978,Arizona,19198,7.614,2521569,NCHS,2430816,-90753.0,,,,,,14.845,37433
1979,Arizona,19782,7.482,2643879,NCHS,2521569,-122310.0,,,,,,14.915,39433
1980,Arizona,21367,7.84,2725485,NCHS,2643879,-81606.0,,,,,,15.021,40940
1981,Arizona,21358,7.582000000000001,2816864,NCHS,2725485,-91379.0,,,,,,15.15,42675
1982,Arizona,21969,7.586,2896090,NCHS,2816864,-79226.0,,,,,,15.288,44275
1983,Arizona,22593,7.596,2974479,NCHS,2896090,-78389.0,,,,,,15.421,45869
1984,Arizona,23972,7.803,3072024,NCHS,2974479,-97545.0,,,,,,15.537,47730
1985,Arizona,24619,7.716,3190632,NCHS,3072024,-118608.0,,,,,,15.63,49870
1986,Arizona,25569,7.712000000000001,3315309,NCHS,3190632,-124677.0,,,,,,15.698,52044
1987,Arizona,26969,7.829,3444621,NCHS,3315309,-129312.0,,,,,,15.746,54239
1988,Arizona,27684,7.813,3543501,NCHS,3444621,-98880.0,,,,,,15.776,55902
1989,Arizona,28212,7.772,3629959,NCHS,3543501,-86458.0,,,,,,15.783,57292
1990,Arizona,28789,7.843999999999999,3670009,NCHS,3629959,-40050.0,,,,,,15.756,57825
1991,Arizona,29548,7.797999999999999,3789418,NCHS,3670009,-119409.0,,,,,,15.684,59433
1992,Arizona,31055,7.928,3917373,NCHS,3789418,-127955.0,,,,,,15.562,60962
1993,Arizona,33321,8.193,4066852,NCHS,3917373,-149479.0,,,,,,15.396,62613
1994,Arizona,34298,8.074,4247728,NCHS,4066852,-180876.0,,,,,,15.195,64544
1995,Arizona,35342,7.971,4433841,NCHS,4247728,-186113.0,,,,,,14.974,66392
1996,Arizona,36592,7.972,4589841,NCHS,4433841,-156000.0,,,,,,14.755,67723
1997,Arizona,37066,7.82,4739994,NCHS,4589841,-150153.0,,,,,,14.556,68995
1998,Arizona,38300,7.837999999999999,4886250,NCHS,4739994,-146256.0,,,,,,14.391,70318
1999,Arizona,40050,7.972,5023823,NCHS,4886250,-137573.0,,,,,,14.266,71670
2000,Arizona,40500,7.894,5130632,NCHS,5023823,-106809.0,,,,,,14.185,72778
2001,Arizona,41058,7.7860000000000005,5273477,NCHS,5130632,-142845.0,,,,,,14.145,74593
2002,Arizona,42816,7.934,5396255,NCHS,5273477,-122778.0,,,,,,14.13,76249
2003,Arizona,43392,7.875,5510364,NCHS,5396255,-114109.0,,,,,,14.123,77823
2004,Arizona,43198,7.642,5652404,NCHS,5510364,-142040.0,,,,,,14.11,79755
2005,Arizona,45827,7.848,5839077,NCHS,5652404,-186673.0,,1363690.0,,1363690.0,157544.0,14.074,82179
2006,Arizona,46365,7.69,6029141,NCHS,5839077,-190064.0,,1417052.0,,1417052.0,193632.0,13.993,84366
2007,Arizona,45554,7.386,6167681,NCHS,6029141,-138540.0,,1381743.0,,1381743.0,189415.0,13.862,85496
2008,Arizona,45823,7.296,6280362,NCHS,6167681,-112681.0,,1377602.0,,1377602.0,187722.0,13.684,85940
2009,Arizona,45816,7.223,6343154,NCHS,6280362,-62792.0,,1479574.0,,1479574.0,197213.0,13.466,85417
2010,Arizona,46762,7.316,6392017,NCHS,6343154,-48863.0,6070993.0,222725.0,39068.0,261793.0,176768.0,13.228,84554
2011,Arizona,48381,7.462999999999999,6482505,NCHS,6392017,-90488.0,6135862.0,222877.0,43562.0,266439.0,211816.0,12.996,84247
2012,Arizona,49549,7.561,6553255,NCHS,6482505,-70750.0,6196463.0,232457.0,39987.0,272444.0,206842.0,12.795,83849
2013,Arizona,50534,7.626,6626624,NCHS,6553255,-73369.0,6262505.0,236146.0,44711.0,280857.0,183178.0,12.642,83774
2014,Arizona,51538,7.656000000000001,6731484,NCHS,6626624,-104860.0,6353370.0,249730.0,48864.0,298594.0,203810.0,12.544,84440
2015,Arizona,54299,7.952000000000001,6828065,NCHS,6731484,-96581.0,6446998.0,253281.0,47316.0,300597.0,184476.0,12.499,85344
2016,Arizona,56645,8.173,6931071,NCHS,6828065,-103006.0,6524830.0,273257.0,53749.0,327006.0,192103.0,12.19,84490
2017,Arizona,57758,8.232000000000001,7016270,NCHS,6931071,-85199.0,6628309.0,261727.0,45322.0,307049.0,163214.0,11.67,81880
2018,Arizona,59282,8.266,7171646,NCHS,7016270,-155376.0,6776152.0,273714.0,40271.0,313985.0,179586.0,11.26,80753
2019,Arizona,60236,8.276,7278717,NCHS,7171646,-107071.0,6900711.0,253295.0,46614.0,299909.0,173631.0,10.91,79411
2020,Arizona,75747,10.207,7421401,NCHS,,,,,,,,10.37,76960
2021,Arizona,73219,9.86440000000016,7422614,,,,,,,,,9.959999999999695,73929
2022,Arizona,76279,10.275600000000168,7423324,,,,,,,,,9.51999999999964,70670
2023,Arizona,79271,10.686800000000176,7417714,,,,,,,,,9.0799999999997,67352
2024,Arizona,82189,11.098000000000184,7405796,,,,,,,,,8.639999999999759,63986
2025,Arizona,85025,11.509200000000192,7387592,,,,,,,,,8.199999999999704,60578
1914,Arkansas,21886,13.3,1645551,calculated from mortality rate and population estimate,7421401,5775850.0,,,,,,29.9,49202
1915,Arkansas,21956,13.2,1663326,calculated from mortality rate and population estimate,1645551,-17775.5,,,,,,29.5,49068
1916,Arkansas,23199,13.8,1681102,calculated from mortality rate and population estimate,1663326,-17775.5,,,,,,29.1,48920
1917,Arkansas,23784,14.0,1698878,calculated from mortality rate and population estimate,1681102,-17775.5,,,,,,28.5,48418
1918,Arkansas,31071,18.1,1716653,calculated from mortality rate and population estimate,1698878,-17775.5,,,,,,28.2,48410
1919,Arkansas,22374,12.9,1734428,calculated from mortality rate and population estimate,1716653,-17775.5,,,,,,26.1,45269
1920,Arkansas,22779,13.0,1752204,calculated from mortality rate and population estimate,1734428,-17775.5,,,,,,27.7,48536
1921,Arkansas,20268,11.5,1762432,calculated from mortality rate and population estimate,1752204,-10227.800000000047,,,,,,28.1,49524
1922,Arkansas,20740,11.7,1772660,calculated from mortality rate and population estimate,1762432,-10227.800000000047,,,,,,26.2,46444
1923,Arkansas,21573,12.1,1782887,calculated from mortality rate and population estimate,1772660,-10227.799999999814,,,,,,26.0,46355
1924,Arkansas,20800,11.6,1793115,calculated from mortality rate and population estimate,1782887,-10227.800000000047,,,,,,26.1,46800
1925,Arkansas,21099,11.7,1803343,calculated from mortality rate and population estimate,1793115,-10227.800000000047,,,,,,25.1,45264
1926,Arkansas,21944,12.1,1813571,calculated from mortality rate and population estimate,1803343,-10227.800000000047,,,,,,24.2,43888
1927,Arkansas,18238,10.0,1823799,calculated from mortality rate and population estimate,1813571,-10227.800000000047,,,,,,23.5,42859
1928,Arkansas,19807,10.8,1834026,calculated from mortality rate and population estimate,1823799,-10227.799999999814,,,,,,22.2,40715
1929,Arkansas,19365,10.5,1844254,calculated from mortality rate and population estimate,1834026,-10227.800000000047,,,,,,21.2,39098
1930,Arkansas,18916,10.2,1854482,calculated from mortality rate and population estimate,1844254,-10227.800000000047,,,,,,21.3,39500
1931,Arkansas,17894,9.6,1863972,calculated from mortality rate and population estimate,1854482,-9490.5,,,,,,20.2,37652
1932,Arkansas,16486,8.8,1873463,calculated from mortality rate and population estimate,1863972,-9490.5,,,,,,19.5,36533
1933,Arkansas,16947,9.0,1882954,calculated from mortality rate and population estimate,1873463,-9490.5,,,,,,18.4,34646
1934,Arkansas,16843,8.9,1892444,calculated from mortality rate and population estimate,1882954,-9490.5,,,,,,19.0,35956
1935,Arkansas,16166,8.5,1901934,calculated from mortality rate and population estimate,1892444,-9490.5,,,,,,18.7,35566
1936,Arkansas,18541,9.7,1911425,calculated from mortality rate and population estimate,1901934,-9490.5,,,,,,19.0,36317
1937,Arkansas,18441,9.6,1920916,calculated from mortality rate and population estimate,1911425,-9490.5,,,,,,18.7,35921
1938,Arkansas,16988,8.8,1930406,calculated from mortality rate and population estimate,1920916,-9490.5,,,,,,19.2,37064
1939,Arkansas,16489,8.5,1939896,calculated from mortality rate and population estimate,1930406,-9490.5,,,,,,18.8,36470
1940,Arkansas,16960,8.7,1949387,calculated from mortality rate and population estimate,1939896,-9490.5,,,,,,19.4,37818
1941,Arkansas,20427,10.5,1945399,calculated from mortality rate and population estimate,1949387,3987.600000000093,,,,,,20.3,39492
1942,Arkansas,19997,10.3,1941412,calculated from mortality rate and population estimate,1945399,3987.5999999998603,,,,,,22.2,43099
1943,Arkansas,21118,10.9,1937424,calculated from mortality rate and population estimate,1941412,3987.600000000093,,,,,,22.7,43980
1944,Arkansas,20494,10.6,1933437,calculated from mortality rate and population estimate,1937424,3987.5999999998603,,,,,,21.2,40989
1945,Arkansas,20452,10.6,1929449,calculated from mortality rate and population estimate,1933437,3987.600000000093,,,,,,20.4,39361
1946,Arkansas,19255,10.0,1925461,calculated from mortality rate and population estimate,1929449,3987.600000000093,,,,,,24.1,46404
1947,Arkansas,19407,10.1,1921474,calculated from mortality rate and population estimate,1925461,3987.5999999998603,,,,,,26.6,51111
1948,Arkansas,18983,9.9,1917486,calculated from mortality rate and population estimate,1921474,3987.600000000093,,,,,,24.9,47745
1949,Arkansas,18561,9.7,1913499,calculated from mortality rate and population estimate,1917486,3987.5999999998603,,,,,,24.5,46881
1950,Arkansas,18331,9.6,1909511,calculated from mortality rate and population estimate,1913499,3987.600000000093,,,,,,23.71,45275
1951,Arkansas,18403,9.7,1897187,calculated from mortality rate and population estimate,1909511,12323.899999999907,,,,,,23.928,45396
1952,Arkansas,18095,9.6,1884863,calculated from mortality rate and population estimate,1897187,12323.90000000014,,,,,,24.313,45827
1953,Arkansas,17976,9.6,1872539,calculated from mortality rate and population estimate,1884863,12323.899999999907,,,,,,24.599,46063
1954,Arkansas,17114,9.2,1860215,calculated from mortality rate and population estimate,1872539,12323.90000000014,,,,,,24.784,46104
1955,Arkansas,17185,9.3,1847892,calculated from mortality rate and population estimate,1860215,12323.899999999907,,,,,,24.869,45955
1956,Arkansas,17254,9.4,1835568,calculated from mortality rate and population estimate,1847892,12323.899999999907,,,,,,24.852,45618
1957,Arkansas,17503,9.6,1823244,calculated from mortality rate and population estimate,1835568,12323.90000000014,,,,,,24.731,45091
1958,Arkansas,17204,9.5,1810920,calculated from mortality rate and population estimate,1823244,12323.899999999907,,,,,,24.505,44377
1959,Arkansas,16907,9.4,1798596,calculated from mortality rate and population estimate,1810920,12323.90000000014,,,,,,24.169,43470
1960,Arkansas,16970,9.5,1786272,calculated from mortality rate and population estimate,1798596,12323.899999999907,,,,,,23.72,42370
1961,Arkansas,16740,9.3,1799974,calculated from mortality rate and population estimate,1786272,-13702.300000000047,,,,,,23.159,41686
1962,Arkansas,17230,9.5,1813677,calculated from mortality rate and population estimate,1799974,-13702.300000000047,,,,,,22.491,40791
1963,Arkansas,17543,9.6,1827379,calculated from mortality rate and population estimate,1813677,-13702.299999999814,,,,,,21.735,39718
1964,Arkansas,17306,9.4,1841081,calculated from mortality rate and population estimate,1827379,-13702.300000000047,,,,,,20.918,38512
1965,Arkansas,17435,9.4,1854784,calculated from mortality rate and population estimate,1841081,-13702.300000000047,,,,,,20.075,37235
1966,Arkansas,17751,9.5,1868486,calculated from mortality rate and population estimate,1854784,-13702.300000000047,,,,,,19.24,35950
1967,Arkansas,17693,9.4,1882188,calculated from mortality rate and population estimate,1868486,-13702.300000000047,,,,,,18.443,34713
1968,Arkansas,20947,11.209000000000001,1868694,NCHS,1882188,13494.100000000093,,,,,,17.711,33096
1969,Arkansas,20750,10.924000000000001,1899459,NCHS,1868694,-30765.0,,,,,,17.066,32416
1970,Arkansas,20664,10.722000000000001,1927204,NCHS,1899459,-27745.0,,,,,,16.519,31835
1971,Arkansas,20844,10.552999999999999,1975096,NCHS,1927204,-47892.0,,,,,,16.071,31742
1972,Arkansas,21798,10.799000000000001,2018461,NCHS,1975096,-43365.0,,,,,,15.702,31694
1973,Arkansas,22156,10.765,2058222,NCHS,2018461,-39761.0,,,,,,15.398,31693
1974,Arkansas,22226,10.58,2100719,NCHS,2058222,-42497.0,,,,,,15.155,31836
1975,Arkansas,21700,10.055,2158071,NCHS,2100719,-57352.0,,,,,,14.976,32319
1976,Arkansas,21336,9.834,2169513,NCHS,2158071,-11442.0,,,,,,14.867,32254
1977,Arkansas,21364,9.669,2209528,NCHS,2169513,-40015.0,,,,,,14.825,32756
1978,Arkansas,21896,9.767000000000001,2241861,NCHS,2209528,-32333.0,,,,,,14.845,33280
1979,Arkansas,21550,9.49,2270804,NCHS,2241861,-28943.0,,,,,,14.915,33869
1980,Arkansas,22744,9.937999999999999,2288599,NCHS,2270804,-17795.0,,,,,,15.021,34377
1981,Arkansas,22372,9.754,2293696,NCHS,2288599,-5097.0,,,,,,15.15,34749
1982,Arkansas,22419,9.77,2294665,NCHS,2293696,-969.0,,,,,,15.288,35081
1983,Arkansas,23154,10.041,2305943,NCHS,2294665,-11278.0,,,,,,15.421,35560
1984,Arkansas,23595,10.17,2320088,NCHS,2305943,-14145.0,,,,,,15.537,36047
1985,Arkansas,24137,10.368,2328082,NCHS,2320088,-7994.0,,,,,,15.63,36388
1986,Arkansas,23968,10.275,2332608,NCHS,2328082,-4526.0,,,,,,15.698,36617
1987,Arkansas,24429,10.425,2343274,NCHS,2332608,-10666.0,,,,,,15.746,36897
1988,Arkansas,24904,10.624,2344127,NCHS,2343274,-853.0,,,,,,15.776,36981
1989,Arkansas,24647,10.494000000000002,2348699,NCHS,2344127,-4572.0,,,,,,15.783,37070
1990,Arkansas,24652,10.479000000000001,2352527,NCHS,2348699,-3828.0,,,,,,15.756,37066
1991,Arkansas,25048,10.505999999999998,2384138,NCHS,2352527,-31611.0,,,,,,15.684,37393
1992,Arkansas,24956,10.328,2416429,NCHS,2384138,-32291.0,,,,,,15.562,37604
1993,Arkansas,26531,10.798,2457014,NCHS,2416429,-40585.0,,,,,,15.396,37828
1994,Arkansas,26305,10.543,2494910,NCHS,2457014,-37896.0,,,,,,15.195,37910
1995,Arkansas,26702,10.53,2535835,NCHS,2494910,-40925.0,,,,,,14.974,37972
1996,Arkansas,26534,10.311,2573244,NCHS,2535835,-37409.0,,,,,,14.755,37968
1997,Arkansas,27844,10.7,2602253,NCHS,2573244,-29009.0,,,,,,14.556,37878
1998,Arkansas,27510,10.47,2627564,NCHS,2602253,-25311.0,,,,,,14.391,37813
1999,Arkansas,27925,10.53,2651860,NCHS,2627564,-24296.0,,,,,,14.266,37831
2000,Arkansas,28217,10.555,2673400,NCHS,2651860,-21540.0,,,,,,14.185,37922
2001,Arkansas,27759,10.312999999999999,2691571,NCHS,2673400,-18171.0,,,,,,14.145,38072
2002,Arkansas,28513,10.537,2705927,NCHS,2691571,-14356.0,,,,,,14.13,38235
2003,Arkansas,27918,10.245999999999999,2724816,NCHS,2705927,-18889.0,,,,,,14.123,38483
2004,Arkansas,27528,10.011000000000001,2749686,NCHS,2724816,-24870.0,,,,,,14.11,38798
2005,Arkansas,28055,10.088,2781097,NCHS,2749686,-31411.0,,553310.0,,553310.0,66074.0,14.074,39141
2006,Arkansas,27901,9.888,2821761,NCHS,2781097,-40664.0,,599965.0,,599965.0,76060.0,13.993,39485
2007,Arkansas,28191,9.896,2848650,NCHS,2821761,-26889.0,,598629.0,,598629.0,83680.0,13.862,39488
